"source_college","target_university","major","academic_year","required_uc_course_or_area","articulated_ccsf_course","notes","raw_agreement_url_or_id"
"CCSF","UC Berkeley","Chemical Biology, B.S.","2025-2026","FL FL-Foreign Language","AMSL 1B AND CHIN 2 AND CHIN 2A AND CHIN 2B AND FREN 2 AND FREN 2A AND FREN 2B AND ITAL 2 AND ITAL 2A AND ITAL 2B AND JAPA 2 AND JAPA 2A AND JAPA 2B AND PIL 2 AND SPAN 2 AND SPAN 3 AND SPAN 2A AND SPAN 2B AND SPAN 6B AND SPAN 31A AND SPAN 31B","AMSL 1B American Sign Language Part II 3.00units CHIN 2 Continuation of Elementary Chinese 5.00units CHIN 2A Continuation of Elementary Chinese 3.00units And CHIN 2B Continuation of Elementary Chinese 3.00units FREN 2 Continuation of Elementary French 5.00units FREN 2A Continuation of Elementary French 3.00units And FREN 2B Continuation of Elementary French 3.00units ITAL 2 Continuation of Elementary Italian 5.00units ITAL 2A Continuation of Elementary Italian 3.00units And ITAL 2B Continuation of Elementary Italian 3.00units JAPA 2 Continuation of Elementary Japanese 5.00units JAPA 2A Continuation of Elementary Japanese Part I 3.00units And JAPA 2B Continuation of Elementary Japanese Part II 3.00units PIL 2 Continuation of Elementary Filipino (Tagalog) 5.00units SPAN 2 Continuation of Elementary Spanish 5.00units SPAN 3 Intermediate Spanish 5.00units SPAN 2A Continuation of Elementary Spanish 3.00units And SPAN 2B Continuation of Elementary Spanish 3.00units SPAN 6B Continuation of Intermediate Spanish 3.00units SPAN 31A Spanish for Heritage Speakers 1A 3.00units And SPAN 31B Spanish for Heritage Speakers 1B 3.00units","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fa87c1f14-e43e-43c9-acc9-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chemical Engineering, B.S.","2025-2026","CHEM 1A AND CHEM 1AL","CHEM 101A","CHEM 1A: General Chemistry | CHEM 1AL: General Chemistry Laboratory","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F862684aa-e1ae-4bbe-acc8-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chemical Engineering, B.S.","2025-2026","CHEM 1B","CHEM 101B","CHEM 1B: General Chemistry","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F862684aa-e1ae-4bbe-acc8-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chemical Engineering, B.S.","2025-2026","CHEM 3A AND CHEM 3AL","CHEM 212A","CHEM 3A: Chemical Structure and Reactivity | CHEM 3AL: Organic Chemistry Laboratory","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F862684aa-e1ae-4bbe-acc8-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chemical Engineering, B.S.","2025-2026","CHEM 3B AND CHEM 3BL","CHEM 212B","CHEM 3B: Chemical Structure and Reactivity | CHEM 3BL: Organic Chemistry Laboratory","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F862684aa-e1ae-4bbe-acc8-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chemical Engineering, B.S.","2025-2026","BIOLOGY 1A AND BIOLOGY 1AL","BIO 100A","BIOLOGY 1A: General Biology Lecture (Cells, Genetics, Animal Form & Function) | BIOLOGY 1AL: General Biology Laboratory","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F862684aa-e1ae-4bbe-acc8-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chemical Engineering, B.S.","2025-2026","ENGIN 7","ENGN 38 AND ENGN 10B","ENGIN 7: Introduction to Computer Programming for Scientists and Engineers (MATLAB)","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F862684aa-e1ae-4bbe-acc8-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chemical Engineering, B.S.","2025-2026","COMPSCI 61A","No Course Articulated","COMPSCI 61A: The Structure and Interpretation of Computer Programs","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F862684aa-e1ae-4bbe-acc8-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chemical Engineering, B.S.","2025-2026","MATH 51","MATH 110A","MATH 51: Calculus I","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F862684aa-e1ae-4bbe-acc8-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chemical Engineering, B.S.","2025-2026","MATH 52","MATH 110B","MATH 52: Calculus II","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F862684aa-e1ae-4bbe-acc8-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chemical Engineering, B.S.","2025-2026","MATH 53","MATH 110C","MATH 53: Multivariable Calculus","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F862684aa-e1ae-4bbe-acc8-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chemical Engineering, B.S.","2025-2026","MATH 54","MATH 130 OR MATH 120 AND MATH 125","MATH 54: Linear Algebra and Differential Equations","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F862684aa-e1ae-4bbe-acc8-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chemical Engineering, B.S.","2025-2026","PHYSICS 7A","PHYC 4A AND PHYC 4AL","PHYSICS 7A: Physics for Scientists and Engineers","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F862684aa-e1ae-4bbe-acc8-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chemical Engineering, B.S.","2025-2026","PHYSICS 7B","PHYC 4B AND PHYC 4BL","PHYSICS 7B: Physics for Scientists and Engineers","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F862684aa-e1ae-4bbe-acc8-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chemical Engineering, B.S.","2025-2026","PHYSICS 7C","PHYC 4C AND PHYC 4CL AND PHYC 4D AND PHYC 4DL","PHYSICS 7C: Physics for Scientists and Engineers","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F862684aa-e1ae-4bbe-acc8-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chemical Engineering, B.S.","2025-2026","Courses that satisfy Reading & Composition A","ENGL C1000","ENGL C1000 Academic Reading and Writing 4.00units","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F862684aa-e1ae-4bbe-acc8-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chemical Engineering, B.S.","2025-2026","MAT SCI 45 AND MAT SCI 45L","ENGN 45","MAT SCI 45: Properties of Materials | MAT SCI 45L: Properties of Materials Laboratory","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F862684aa-e1ae-4bbe-acc8-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chemistry, B.A. and B.S.","2025-2026","CHEM 1A AND CHEM 1AL","CHEM 101A","CHEM 1A: General Chemistry | CHEM 1AL: General Chemistry Laboratory","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F3e56664c-e587-4662-acec-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chemistry, B.A. and B.S.","2025-2026","CHEM 1B","CHEM 101B","CHEM 1B: General Chemistry","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F3e56664c-e587-4662-acec-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chemistry, B.A. and B.S.","2025-2026","CHEM 3A AND CHEM 3AL","CHEM 212A","CHEM 3A: Chemical Structure and Reactivity | CHEM 3AL: Organic Chemistry Laboratory","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F3e56664c-e587-4662-acec-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chemistry, B.A. and B.S.","2025-2026","CHEM 3B AND CHEM 3BL","CHEM 212B","CHEM 3B: Chemical Structure and Reactivity | CHEM 3BL: Organic Chemistry Laboratory","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F3e56664c-e587-4662-acec-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chemistry, B.A. and B.S.","2025-2026","MATH 51","MATH 110A","MATH 51: Calculus I","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F3e56664c-e587-4662-acec-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chemistry, B.A. and B.S.","2025-2026","MATH 52","MATH 110B","MATH 52: Calculus II","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F3e56664c-e587-4662-acec-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chemistry, B.A. and B.S.","2025-2026","MATH 53","MATH 110C","MATH 53: Multivariable Calculus","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F3e56664c-e587-4662-acec-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chemistry, B.A. and B.S.","2025-2026","MATH 54","MATH 130 OR MATH 120 AND MATH 125","MATH 54: Linear Algebra and Differential Equations","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F3e56664c-e587-4662-acec-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chemistry, B.A. and B.S.","2025-2026","PHYSICS 7A","PHYC 4A AND PHYC 4AL","PHYSICS 7A: Physics for Scientists and Engineers","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F3e56664c-e587-4662-acec-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chemistry, B.A. and B.S.","2025-2026","PHYSICS 7B","PHYC 4B AND PHYC 4BL","PHYSICS 7B: Physics for Scientists and Engineers","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F3e56664c-e587-4662-acec-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chemistry, B.A. and B.S.","2025-2026","PHYSICS 7C","PHYC 4C AND PHYC 4CL AND PHYC 4D AND PHYC 4DL","PHYSICS 7C: Physics for Scientists and Engineers","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F3e56664c-e587-4662-acec-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chemistry, B.A. and B.S.","2025-2026","Courses that satisfy Reading & Composition A","ENGL C1000","ENGL C1000 Academic Reading and Writing 4.00units","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F3e56664c-e587-4662-acec-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chemistry, B.A. and B.S.","2025-2026","Courses that satisfy Reading & Composition B","ENGL C1001 OR ENGL 1B OR CMST 2","ENGL C1001 Critical Thinking and Writing 4.00units Or ENGL 1B Writing about Literature 4.00units Or CMST 2 Introduction to Rhetorical Criticism 3.00units","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F3e56664c-e587-4662-acec-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chemistry, B.A. and B.S.","2025-2026","FL FL-Foreign Language","AMSL 1B AND CHIN 2 AND CHIN 2A AND CHIN 2B AND FREN 2 AND FREN 2A AND FREN 2B AND ITAL 2 AND ITAL 2A AND ITAL 2B AND JAPA 2 AND JAPA 2A AND JAPA 2B AND PIL 2 AND SPAN 2 AND SPAN 3 AND SPAN 2A AND SPAN 2B AND SPAN 6B AND SPAN 31A AND SPAN 31B","AMSL 1B American Sign Language Part II 3.00units CHIN 2 Continuation of Elementary Chinese 5.00units CHIN 2A Continuation of Elementary Chinese 3.00units And CHIN 2B Continuation of Elementary Chinese 3.00units FREN 2 Continuation of Elementary French 5.00units FREN 2A Continuation of Elementary French 3.00units And FREN 2B Continuation of Elementary French 3.00units ITAL 2 Continuation of Elementary Italian 5.00units ITAL 2A Continuation of Elementary Italian 3.00units And ITAL 2B Continuation of Elementary Italian 3.00units JAPA 2 Continuation of Elementary Japanese 5.00units JAPA 2A Continuation of Elementary Japanese Part I 3.00units And JAPA 2B Continuation of Elementary Japanese Part II 3.00units PIL 2 Continuation of Elementary Filipino (Tagalog) 5.00units SPAN 2 Continuation of Elementary Spanish 5.00units SPAN 3 Intermediate Spanish 5.00units SPAN 2A Continuation of Elementary Spanish 3.00units And SPAN 2B Continuation of Elementary Spanish 3.00units SPAN 6B Continuation of Intermediate Spanish 3.00units SPAN 31A Spanish for Heritage Speakers 1A 3.00units And SPAN 31B Spanish for Heritage Speakers 1B 3.00units","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F3e56664c-e587-4662-acec-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chicanx Latinx Studies, B.A.","2025-2026","ETH STD 11AC","No Course Articulated","ETH STD 11AC: Introduction to Ethnic Studies","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fcd8f4ceb-df45-433b-acee-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chicanx Latinx Studies, B.A.","2025-2026","CHICANO 20","No Course Articulated","CHICANO 20: Introduction to Chicano Culture","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fcd8f4ceb-df45-433b-acee-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chicanx Latinx Studies, B.A.","2025-2026","CHICANO 40","No Course Articulated","CHICANO 40: Introduction to Chicano Literature in English","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fcd8f4ceb-df45-433b-acee-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chicanx Latinx Studies, B.A.","2025-2026","CHICANO 50","HIST 21","CHICANO 50: Introduction to Chicano History","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fcd8f4ceb-df45-433b-acee-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chicanx Latinx Studies, B.A.","2025-2026","CHICANO 70","No Course Articulated","CHICANO 70: Latino Politics","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fcd8f4ceb-df45-433b-acee-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chinese (East Asian Languages), B.A.","2025-2026","CHINESE 1A","No Course Articulated","CHINESE 1A: Elementary Chinese","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F04bafeab-356e-443d-acc1-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chinese (East Asian Languages), B.A.","2025-2026","CHINESE 1B","No Course Articulated","CHINESE 1B: Elementary Chinese","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F04bafeab-356e-443d-acc1-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chinese (East Asian Languages), B.A.","2025-2026","CHINESE 10A","No Course Articulated","CHINESE 10A: Intermediate Chinese","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F04bafeab-356e-443d-acc1-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chinese (East Asian Languages), B.A.","2025-2026","CHINESE 10B","No Course Articulated","CHINESE 10B: Intermediate Chinese","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F04bafeab-356e-443d-acc1-08ddbf3f4ee7"
